odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
헤이즐넛크림시리얼밀크프랄린,530,61,57,4,30,2020-06-30
헤이즐넛필링다크초콜릿,545,50,47,5.3,36,2020-06-30
헤이즐넛필링밀크초콜릿,535,47,45,8.1,35,2020-06-30
헤이즐넛필링하트밀크초콜릿,535,47,45,8.1,35,2020-06-30
해를품은초코씨,540,55.71,43.14,8.86,31.43,2021-06-30
해바라기씨초코,525,61,37,9,27,2020-06-30
해바라기씨초코볼,525,61,37,9,27,2020-06-30
해바라기초코렛,481,69.38,44.77,5.81,20.05,2020-06-30
해바라기초코볼,517,53.33,43.33,10,30,2021-06-30
해씨초코,533,63.33,43.33,3.33,30,2020-06-30
해씨초코볼,450,70,10,10,17,2021-06-30
해태티피프렌즈꼬마볼,475,67.5,58.75,6.25,21.25,2021-06-30
햄릿초코위드헤이즐넛필링,532,55,53,6,32,2020-06-30
허니&고르곤졸라쿠키,590,62,52,7,35,2022-12-29
허쉬키세스아이코닉아몬드,560,52,45,12,34,2022-12-29
허쉬키세스아이코닉쿠키앤크림,530,63,49,6,28,2022-12-29
허쉬너겟스트로베리,554,60.71,53.57,3.57,32.14,2021-06-30
허쉬너겟요거트,554,60.71,53.57,7.14,32.14,2021-06-30
허쉬너겟장미향,554,60.71,53.57,3.57,32.14,2021-06-30
허쉬너겟크리미아몬드,560,55,48,11,33,2020-06-30
허쉬너겟크리미아몬드,560,55,48,11,33,2021-06-30
허쉬다크초콜릿아사이앤드블루베리,466,71.03,58.62,2.69,19.03,2021-06-30
허쉬미니어처어쏘트,540,60,53,7,30,2021-06-30
허쉬스트로베리앤크림,526,61.54,51.28,5.13,28.21,2021-06-30
허쉬스프링클앤크림,526,64.1,56.41,5.13,28.21,2021-06-30
피스톨떼디앤지,552,38,26.7,7,43.7,2020-06-30
피스톨레다망드디앤지,590,36,21,12,45,2020-06-30
피스톨바닐레디엔지,548,38.3,26.9,7.2,42.9,2020-06-30
피어앤허니블럭초콜릿,540,54,47,9,32,2020-06-30
피에몬테어소티드,589,39,32,9.2,44,2020-06-30
피엔초코,480,73,66,4,19,2020-06-30
핑구니,571,56,50,8,35,2020-06-30
하루끼니단백한초콜릿,551,44.44,0,16.67,33.33,2020-06-30
하와이안호스트파운더스컬렉션다크,580,50.51,39.39,5.05,41.41,2021-06-30
하와이안호스트파운더스컬렉션밀크,582,50.44,45.13,5.31,40.71,2021-06-30
하와이언호스트초콜릿커버드마카다미아,595,50,44,6,41,2020-06-30
한국검은黑깨초콜릿,625,50,50,0,50,2020-06-30
한라봉쌀초코크런치,525,62.5,33.33,4.17,25,2020-06-30
한라봉초코크런치,500,72.14,39.52,3.93,21.79,2021-06-30
한입에쏙라이스땅콩초코볼,490,70,27,6,21,2021-06-30
한입에쏙초코볼,490,72,44,4,20.4,2021-06-30
할로윈어쏘티드초콜릿,545,57,56,5,33,2020-06-30
합격로쉐,519,46.21,33.33,9.85,35.61,2021-06-30
합격메세지(중),548,52.08,41.67,7.29,34.38,2020-06-30
합격편지,555,43.33,32.08,5.42,40,2021-06-30
핫브레이크,498,56,44,10,26,2021-06-30
프로틴엔초콜릿밀크,440,56.67,6.67,16.67,20,2020-06-30
프로틴초코볼,463,40,26.67,40,16.67,2021-06-30
프로틴팝코코아,497,36.67,3.33,50,23.33,2021-06-30
프론티어초콜릿바,481,57.5,50,3.75,26.25,2022-12-29
프론티어코코아웨이퍼,469,56.25,50,2.5,26.25,2022-12-29
프루낵다크초코,453,74.58,56.15,3.85,15.42,2021-06-30
프루낵요구르트초코,482,67.4,37.29,2.29,22.6,2021-06-30
프루낵화이트초코,476,71.15,60.52,3.75,19.58,2021-06-30
프리스티지,613,53.75,50,6.25,50,2021-06-30
프리첼초콜릿,421,87,57,7,5,2020-06-30
플레인요거트초콜릿,576,51.39,44.44,5.56,38.89,2021-06-30
플립즈다크초콜릿프레첼,488,64,29,7.5,22.4,2022-12-29
플립즈밀크초콜릿프레첼,472,68.89,36.67,8.89,17.78,2022-12-29
피가로밀크,566,53,10,6,36.7,2020-06-30
피넛버터토피초콜릿,563,55,46,7,35,2020-06-30
피넛앤카라멜초코바,500,52,42,10,28,2020-06-30
피넛앤히말라야솔트초콜릿,537,39,37,12,37,2020-06-30
피넛초코바,500,52,44,10,28,2021-06-30
피넛츄,509,63,42,8,25,2020-06-30
피비스로스안콘스,473,39,31,5,33,2020-06-30
피스타치오블랙제이드,515,55,35,5,30,2021-06-30
프랄린월넛마지판,529,43,39,9,35,2020-06-30
프랄린인텐스이보아르,525,46,41,8,40,2020-06-30
프랄린코코벨로,638,42,39,4,48,2020-06-30
프랄린크리스피라떼,544,58,54,6,32,2020-06-30
프랄린크리스피밀크,540,57,53,6,32,2021-06-30
프랄린크리스피헤이즐넛,535,60,56,4,31,2020-06-30
프랄선물박스,570,53,40,7,36.7,2020-06-30
프레스티지Ⅰ,591,45.45,36.36,9.09,45.45,2020-06-30
프레스티지Ⅲ,582,45.45,36.36,9.09,45.45,2020-06-30
프레스티지비스킷컬렉션(밀크초콜릿),524,62,35,7,27,2020-06-30
프레첼다크초콜릿,413,87,57,7,5,2020-06-30
프레첼볼초콜릿,421,87,57,7,5,2020-06-30
프레첼초콜릿,500,66.67,33.33,0,33.33,2020-06-30
프렌치트뤼플커피향코코아닙,581,42,40,4.3,44,2020-06-30
프렌치트뤼플코코아닙,583,40,38,4.6,45,2020-06-30
프로게이너프로틴바,413,52.5,24,27.5,12.5,2021-06-30
프로바초콜릿블리스프로틴바,386,48.57,20,28.57,11.43,2022-12-29
프로바쿠키도우프로틴바,400,47.14,21.43,28.57,11.43,2022-12-29
프로바피넛버터초콜릿프로틴바,414,45.71,20,28.57,12.86,2022-12-29
프로틴X초코볼,540,35,2.5,32.5,30,2021-06-30
프로틴데이프로틴초코볼,463,45,5,22.5,27.5,2021-06-30
츄러스카라멜크림,262,42,12,4.6,9.2,2020-06-30
츄러스코코아크림,343,46,19,5.3,16,2020-06-30
치즈드림,300,32.14,12.14,8.57,15,2021-06-30
치즈라떼번,361,41.9,7.62,7.62,18.1,2021-06-30
치즈롤,322,34,23,5,18,2021-06-30
폰덴테,538,39,35,7.7,39,2020-06-30
폴리오리지날,457,70,67,3.8,18,2020-06-30
폴초콜릿,495,58,48,5,27,2020-06-30
푸드바마일드그레인맛,409,47.27,16.36,23.64,16.36,2021-06-30
푸드바크리스피코코넛맛,409,47.27,17.27,23.64,17.64,2021-06-30
풀로블라스토,489,72.22,38.89,5.93,19.63,2021-06-30
풀바디드초콜릿스프레드,571,40,37,9.4,40,2020-06-30
풀잎애통곡물초코크런치,522,60,21,7,28,2020-06-30
퓨어다크생초콜릿,493,50,31.25,6.25,30,2021-06-30
퓨어밀크생초콜릿,491,45,30,5,32.5,2021-06-30
프라푸치노칩,515,65,51,5.05,26,2020-06-30
프랄리나카페,596,34.2,25.9,7.9,47.5,2020-06-30
프랄린,539,51,45,5,35,2020-06-30
프랄린본본스디초콜릿,467,62.78,47.22,6.11,21.11,2022-12-29
프랄린아만데,587,40,37,9,43,2020-06-30
프랄린에델바이스,626,42,39.5,6.3,47.5,2020-06-30
화이트카스,315,65,39.35,5,4,2021-06-30
초콜릿크레페,438,62,42,7,18,2020-06-30
초콜릿트위스트,298,38.89,17.78,5.56,13.33,2021-06-30
초콜릿파네토네,393,53,25,7,17,2021-06-30
초콜릿퍼지브레드,381,40.48,27.62,5.24,21.9,2021-06-30
초콜릿필링크레페,319,38,24.88,4.5,16.5,2020-06-30
초콜릿헤이즐넛필링마들렌,445,49,31,6,25,2021-06-30
총본산경주빵,288,65,15,5,0,2021-06-30
최춘이오미빵,339,70,30.76,6.24,3.76,2021-06-30
쵸코휘낭시에,450,51.43,15.71,8.57,24.29,2021-06-30
추억가득크림빵,356,54,18,8,12,2021-06-30
추억의국화빵,230,43,5,5,4.2,2021-06-30
추억의매점옥수수크림빵,415,57,20,7,17,2019-06-30
추억의소보로빵,375,59,9,8,12,2021-06-30
추프쿠헨,339,36.2,19,7.4,18,2020-06-30
충샹풍미수좌병,361,38,4,5,21,2021-06-30
충샹풍미수좌병,361,38,4,5,21,2020-06-30
츄러스라조,158,33,8.5,5.9,0.8,2020-06-30
츄러스루프오븐앤토스터,295,39,2.8,6.4,13,2021-06-30
츄러스바이트치즈필드,230,30.8,3.6,7.1,9.2,2021-06-30
츄러스바이트카라멜크림필드,276,41.6,14.8,4.3,10.8,2021-06-30
츄러스바이트크림필드,257,40.8,10.6,4.1,9.3,2021-06-30
초코칩트위스트,390,40,14,8,22,2021-06-30
초코크런치롤,330,38,24,7,18,2021-06-30
초코크로플,449,61.25,21.25,6.25,20,2021-06-30
초코크림빵,344,36,16,5,20,2021-06-30
초코크림빵,296,43.33,14.17,7.5,10.83,2021-06-30
초코크림빵,246,18.79,2.2,12.73,19.04,2022-12-29
초코크림빵(PREMIUM),269,38.89,6.94,5.56,9.72,2021-06-30
초코패스츄리,382,45.88,16.47,4.71,20,2021-06-30
초코페라,505,44,38,8,33,2021-06-30
초코포레누아크레페,346,32.94,23.53,5.88,21.18,2020-06-30
초코퐁당(냉동),388,59.2,21.4,4.6,15,2021-06-30
초코헤이즐넛필드마들렌,441,49,31,5,25,2021-06-30
초콜릿맘모스,432,42.73,25,2.73,27.73,2022-12-29
초콜릿미니빵,337,38.1,10.4,8,17,2020-06-30
초콜릿바움쿠헨,403,39,29,18,19,2021-06-30
초콜릿브라우니,470,55.5,46.5,5.5,25,2021-06-30
초콜릿스위스,271,38,15,5,11,2021-06-30
초콜릿칩마들렌,437,47,27,6,25,2020-06-30
초콜릿칩브라우니,460,58,40,5,23,2021-06-30
초콜릿칩스트위스트,321,39,14,5.6,15,2020-06-30
초콜릿칩쿠키도우,458,61,36,1.8,23,2021-06-30
푸른들시래기버섯된장국,88,14.2,1.4,5.2,1.8,2024-01-10
푸른들한우미역국,72,13.2,0.2,3.4,1.8,2024-01-10
푸짐한알탕,98,3.08,0.91,13.42,3.54,2024-02-27
하얀콩비지탕,12,1.26,0.12,0.59,0.47,2024-02-07
한그릇마라탕,117,7.67,0.81,3.7,7.97,2024-01-17
한남북엇국,5,0.18,0.04,0.49,0.24,2024-02-06
한상달래된장찌개,35,3.4,1.8,2.2,1.8,2024-02-26
한상시원한김치콩나물국,27,2.8,0.6,1.8,1.4,2024-01-24
한상얼큰한오징어뭇국,33,2.4,0.6,3,1.6,2024-01-24
한상차림한우사골진(眞)고기곰탕,25,0.08,0,4.1,0.93,2024-03-07
한상차림한우사골진(眞)미역국,22,0.09,0,2.91,1.07,2024-03-07
한솥사골조랭이떡국,56,10.4,0,1.42,0.96,2023-12-12
한스집밥대구탕,33,0.93,0.4,6.1,0.5,2024-01-29
한스집밥알탕,30,2.15,0,3.5,0.8,2024-01-29
한우고기듬뿍나주식곰탕,42,1.12,0,6.91,1.15,2023-12-18
한우고기듬뿍사골곰탕,39,2.34,0,4.95,1.08,2023-12-18
한우어린이사골된장국,22,0.11,0,2.66,1.18,2024-02-13
한우어린이사골미역국,15,0.11,0,1.46,1.01,2024-02-13
한우우족탕,17,0.03,0,1.37,1.22,2024-02-13
한우감자탕,32,2.46,2.31,3.08,1.16,2023-12-22
한우나물비빔밥&아욱된장국세트,48,5.6,2.2,2,2,2024-03-28
쑥타벅스그린,384,48.39,32.26,12.9,15.16,2024-04-08
아-(냉)찹쌀치즈볼,306,47,16,7,10,2024-06-23
아네모네포카치아,196,37.26,2.35,5.87,2.6,2024-04-08
아라비카커피빵,297,68,38,3.6,2.12,2024-06-19
아몬드파운더,477,35.39,20.26,9.74,32.99,2024-04-16
아몬드프라린(상온),476,48,14.67,6.67,29.33,2024-05-02
아워밀크런치달달핫떠그,270,48.89,9.05,5.39,5.9,2024-05-20
아프가니스탄나폴레옹,513,47,30,7,33,2024-06-05
알에스에스액종,360,81,0.9,6,1.4,2024-06-20
앙버터,386,46.52,14.63,8.11,18.57,2024-04-30
시나몬빵(상온),665,62.8,25.58,9.3,41.86,2024-05-14
시나츄,430,48,18,10,22,2024-04-04
시몬,392,52.2,22,6.6,17.4,2024-07-29
시부스트,326,29.1,23.6,5.3,20.9,2024-06-27
시오빵,362,46.27,5.04,8.47,15.86,2024-05-09
식물성버거번F,285,46.16,10.77,7.69,7.69,2024-05-07
쌀크로아상,435,41.99,1.11,10.04,25.82,2024-07-16
쑥우유빵설기,230,52.5,25,5,0,2024-04-26
쑥롤,346,50,37,8,13,2024-07-10
쑥쌀빵,182,38.41,9.98,5.02,0.88,2024-07-01
스팸마요브레드,337,35,9.17,8.33,18.33,2024-04-04
스팸마요브레드,337,35,9.17,8.33,18.33,2024-04-04
스프볼,212,44.17,0.83,7.5,1,2024-04-02
시그니처버터바,544,43.84,35.62,2.74,39.73,2024-05-31
시그니처베이커리세트,436,47,25,8,24,2024-06-28
시나몬구겔호프,470,54,28,4,26,2024-04-09
시나몬브리오슈F,447,46.86,16.39,7.72,25.44,2024-04-22
시나몬츄로넛,471,49.4,16.35,4.21,28.47,2024-04-22
시나몬롤,500,86.67,43.33,10,13.33,2024-04-04
시나몬롤,481,63,22,10,21,2024-07-16
시나몬롤,660,77.5,35,7.5,36.25,2024-06-13
스니커즈,393,45,23,6,21,2024-07-23
스모어르벵,227,27.27,13.64,9.09,8.18,2024-05-02
스모어르벵,227,27.27,13.64,9.09,8.18,2024-05-01
스모어르벵,227,27.27,13.64,9.09,8.18,2024-06-14
스윗미니바스크치즈,347,34.29,28.57,4.29,21.43,2024-07-19
스트로우베리무스,229,21,19,3.46,15,2024-06-13
스틱피노키오츄러스,220,40,4,5,4,2024-07-11
스틱마늘빵,484,39,20,8,33,2024-04-11
스틱형패스트리,302,43.33,5,10,10,2024-07-10
스파르타쿠스,348,46,19,5,16,2024-07-16
유럽의아침,218,19.63,4.89,12.75,9.85,2024-05-09
유자월병,300,60.17,20.08,7.32,3.36,2024-05-22
유자월병A,300,60.17,27.08,7.32,3.36,2024-05-22
이옥래옥수수술빵,219,46.22,15.01,4.56,1.78,2024-04-19
이치고데코레이션,247,26,6.4,3,15,2024-07-22
임실치즈고구마빵,288,55,18.33,1.67,6.67,2024-07-01
잘익은자색고구마이야기,280,50,23.64,3.64,7.27,2024-07-15
잠봉뵈르용봄볼로니,363,53.33,7.69,9.74,12.31,2024-07-19
잣두부버터빵,375,50.97,7.95,9.43,14.78,2024-04-18
저당구름크림롤소금우유,308,38,0,4,16,2024-06-10
우리집엔미니시나몬스윌,665,65,25,7.5,42.5,2024-07-22
우유구겔호프,470,54,28,4,26,2024-04-12
울릉도명이빵,327,64.29,30.71,6.79,4.64,2024-06-18
울릉도문어빵,325,61.79,14.64,6.79,5.71,2024-04-30
울릉부지샌드,550,46.67,18,7.33,36.67,2024-07-31
원피스고기모양대형빵,304,47.78,6.14,8.75,8.62,2024-06-26
원형오니와상,362,39.29,8.93,7.14,19.64,2024-05-24
원형오니와상(완제),413,47.65,7.78,8.74,20.82,2024-07-10
월넛초코칩크루키,497,57.53,29.52,7.61,26.3,2024-07-19
월병,314,61.44,25.26,7.84,4.08,2024-05-22
월병A,314,61.44,25.26,7.84,4.08,2024-05-22
우리밀팡도르,307,38.4,7.9,7.5,13.7,2024-05-10
우리밀팥빵,302,54.1,16.9,7.3,6.3,2024-04-23
우리밀풍년반짝이,516,56.94,33.77,4.52,30,2024-05-31
우리밀풍년번개맨,509,55.21,33.5,5.16,29.67,2024-05-31
우리밀풍년아차,508,55.63,33.38,5.17,29.37,2024-05-31
우리밀풍년아차차,527,56,32.63,6.08,31,2024-05-31
우리밀피자빵,269,22.5,5.1,11.8,14.6,2024-04-23
우리밀하드빵,313,55.6,3.2,9.9,5.7,2024-07-04
우리쌀국산마늘빵,519,39.26,3.98,7.17,37.03,2024-05-07
우리집엔미니스트로베리스퀘어,343,35.75,13.75,5,20,2024-07-22
우리밀모카번,480,30,8,9,40,2024-07-04
우리밀비스킷슈,249,28.1,12.8,4.4,13.2,2024-05-10
우리밀빨미까레,533,58.67,18.67,8,29.33,2024-05-29
우리밀사쪽마늘빵,500,70,10,10,20,2024-04-22
우리밀시미트,366,52,4.8,12.9,11.8,2024-04-23
우리밀유자크림치즈,312,47.1,10.1,6.6,10.8,2024-05-10
우리밀육쪽마늘크림치즈,377,37.1,3.5,5.5,22.9,2024-05-09
우리밀치즈피자빵,500,70,10,10,20,2024-06-17
우리밀콩빵,323,56.4,25.4,8.9,6.9,2024-05-08
우리밀크로플,380,65,12,8,12,2024-06-25
우리밀크림치즈빵,377,40,5,7,25,2024-06-28
블랙페퍼닭가슴살,117,1.67,1.67,20.83,3.33,2024-08-12
메밀자루소바키트,119,22.82,14.43,3.69,1.54,2024-04-25
치즈빵_카스타드화이트치즈볼(4개입),338,0,13.75,4.58,0,2022-10-30
바베큐파스타,197,22.66,4.27,7.88,8.37,2024-06-07
치즈빵_카스타드화이트치즈볼(5개입),337,0,14,4.67,0,2022-10-30
백김치오일파스타세트,140,20.89,1.68,3.75,4.57,2024-07-15
치즈빵_크랜베리애플크림치즈,299,0,10.98,6.1,0,2022-10-30
백종원미트볼파스타,160,24.2,6.16,5.75,4.47,2024-07-10
치즈빵_크림치즈살라망드,371,0,22.59,7.78,0,2022-10-30
백종원미트볼파스타,160,24.2,6.16,5.75,4.47,2024-07-09
치즈빵_크림치즈월넛브레드,376,0,10.91,8.48,0,2023-10-31
백종원양파크림파스타,129,14.69,1.54,5.3,5.47,2024-05-21
치즈빵_크림치즈호두빵,328,0,10,9.44,0,2022-10-30
백종원양파크림파스타,129,14.69,1.54,5.3,5.47,2024-05-22
치즈빵_톡톡콘치즈브레드,286,25,4.76,8.33,16.67,2023-10-31
수란까르보나라,154,14.43,2.2,4.89,8.56,2024-05-23
치즈빵_톡톡콘치즈브레드(2개입),289,25,5.36,8.33,17.26,2023-10-31
수란까르보나라,154,14.43,2.2,4.89,8.56,2024-05-22
치즈빵_트리플치즈,266,0,3.26,10.7,0,2022-10-30
숯불향양념치킨볶음면,150,21.28,5.77,6.01,4.55,2024-07-24
치즈빵_트리플치즈캐슈넛,294,41.96,4.9,10.49,9.09,2023-10-31
슈퍼라지킹비빔면,155,23.36,2.57,4.27,4.96,2024-06-24
치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,270,33.77,6.14,8.77,10.96,2023-10-31
용용이(A),300,31,20,4,18,2024-07-01
용용이(B),300,31,20,4,18,2024-07-01
우도땅콩두부버터빵,380,49.55,8.84,9.96,15.8,2024-06-02
우리밀고구마빵,272,50.68,13.76,7.35,4.44,2024-07-08
우리밀소시지볼,357,48,16.8,8,14.8,2024-04-02
우리밀찹쌀모카빵,213,56.66,6.67,0.08,4.17,2024-04-02
우리밀치즈볼,300,44,16,8,10,2024-04-02
우리밀롱소세지,339,31.8,6.5,14.4,17.1,2024-05-08
우리밀마늘빵,492,61.9,17,9.9,22.8,2024-04-29
우리밀마들랜,340,40,2,10,20,2024-07-03
실곤약해초비빔국수,10,1.49,0.43,0.21,0.21,2024-05-22
치즈빵_파르메산,298,0,9.7,1.21,0,2022-10-30
아란치니&아라비아따파스타,252,41.29,4.83,7.78,6.17,2024-07-12
치즈빵_한조각씩크림치즈호두빵,367,0,7,10,0,2022-10-30
어메이징)토마토미트파스타,140,21.24,2.77,4.85,3.93,2024-06-28
치즈빵_햄치즈조리빵,350,0,10,8.57,0,2022-10-30
어메이징토마토미트파스타,142,23.55,2.54,5.08,3,2024-07-02
치즈빵_호두아몬드크림치즈빵,332,40.15,11.68,8.76,16.06,2023-10-31
어메이징토마토미트파스타,140,21.24,2.77,4.85,3.93,2024-06-25
치즈빵_화이트치즈볼(1개입),357,0,14.29,5.71,0,2022-10-30
어메이징파스타토마토미트,140,21.24,2.77,4.85,3.93,2024-07-01
치즈빵_화이트치즈볼(2개입),364,0,14.29,4.29,0,2022-10-30
열무김치말이국수,70,12.38,3.14,2.64,1.16,2024-05-29
치즈빵_화이트치즈볼(3개입),362,0,14.29,4.76,0,2022-10-30
열무김치말이국수,70,12.38,3.14,2.64,1.16,2024-05-28
치즈빵_화이트치즈볼(4개입),364,0,14.29,5,0,2022-10-30
열무김치말이국수,58,11.5,2.36,1.96,0.42,2024-06-11
치즈빵_화이트치즈볼(5개입),363,0,14.29,5.14,0,2022-10-30
열무김치말이국수,70,12.38,3.14,2.64,1.16,2024-05-28
치즈빵_후라잉치즈감자볼,336,0,6.9,3.45,0,2022-10-30
열무김치비빔국수,120,18.36,3.61,3.61,3.61,2024-07-16
치즈스틱,329,24,2.08,16,18.78,2023-04-27
열무김치비빔국수,120,18.36,3.61,3.61,3.61,2024-07-15
치즈스틱,329,20.57,1.84,12.59,21.85,2022-06-30
열무비빔국수,157,26.56,5.9,4.59,3.61,2024-07-05
치즈스틱_롱치즈스틱(1개),302,0,0.79,12.86,0,2023-10-11
열무칼빔면,138,22.77,4.9,4.04,3.46,2024-06-20
치즈스틱_순수치즈스틱,220,0,1.44,11.95,0,2023-10-12
열무칼빔면,138,22.77,4.9,4.04,3.46,2024-06-21
치커리겉절이,58,6.04,0.6,2.91,3,2024-01-31
열무칼빔면,138,22.77,4.9,4.04,3.46,2024-06-18
치커리겉절이,22,3.5,1.88,0.72,0.73,2024-01-31
재료세트(메밀면),149,28.57,28.28,6.57,0.89,2024-05-29
치커리겉절이,58,6.18,0.66,2.88,3.01,2024-01-31
쟁반비빔막국수,155,27.35,8.1,3.55,3.55,2024-07-01
치커리겉절이,22,3.51,1.89,0.72,0.73,2022-11-30
쟌슨빌투움바파스타,168,15.41,1.54,4.43,9.85,2024-05-29
치커리무침,16,2.35,0.69,0.83,0.48,2024-01-31
쟌슨빌투움바파스타,168,15.41,1.54,4.43,9.85,2024-05-30
치킨가스,296,22.01,2.08,13.96,16.96,2013-03-31
조르니키친크림파스타사라다빵,302,29.42,4.54,2.5,14.85,2024-06-11
치킨데리야끼,142,5.56,3.66,25.42,1.55,2024-01-31
짜파게티치킨파스타,167,22.64,1.25,6.33,5.67,2024-04-03
고기짬뽕,205,36.4,4.8,9.7,2.9,2023-12-22
치킨데리야끼,117,10.96,4.47,15.96,0.99,2024-01-31
초계국수,92,18.76,3.02,2.85,0.67,2024-07-04
치킨데리야끼,87,8.74,3.7,11.24,0.7,2024-01-31
초계국수,92,18.76,3.02,2.85,0.67,2024-07-11
치킨데리야끼,208,15.21,0.11,16.54,9.01,2017-12-31
초계국수,92,18.76,3.02,2.85,0.67,2024-07-15
칠면조구이,207,0.96,0.11,30.56,7.98,2024-01-31
통등심돈까스가츠동,202,25.84,4.56,4.26,9.12,2024-06-20
카레라이스,108,20.74,0.16,3.11,1.4,2018-12-31
함바그&크림파스타,189,21.52,2.98,5.63,8.94,2024-05-31
NEW치즈오븐스파게티,161,18.52,2.91,7.41,6.35,2024-11-27
T1나폴리탄파스타,151,20.8,4.46,4.98,5.33,2024-10-04
김재중의들기름비빔막국수,148,22.52,10.67,3.32,4.98,2024-08-09
로제빠네파스타,186,30.44,3.57,5.7,4.6,2024-10-21
로제함박스파게티,183,17.62,4.29,5.24,10.24,2024-09-13
로제함박스파게티,183,17.62,4.29,5.24,10.24,2024-09-30
로제함박스파게티,183,17.62,4.29,5.24,10.24,2024-09-23
매콤투움바파스타,181,17.3,2.7,4.33,10.54,2024-11-29
백종원미트볼파스타,160,24.2,6.16,5.75,4.47,2024-09-25
볼로네제후실리파스타,125,17,2.5,3,5,2024-08-05
비프라구파스타세트,159,25.93,3.96,4.31,4.18,2024-08-21
새우가득파스타,145,23.1,2.51,3.92,4.07,2024-08-27
쉬림프누들팟타이,186,28.9,7.94,4.04,6.05,2024-10-31
쉬림프누들팟타이,186,28.9,7.94,4.04,6.05,2024-10-25
압도적돈가스파스타,169,25.22,5.31,5.29,5.17,2024-11-28
압도적매콤크림파스타,167,22.37,3.63,5.51,6.14,2024-11-11
압도적매콤크림파스타,167,22.37,3.63,5.51,6.14,2024-10-29
압도적소시지파스타,155,18.17,3.48,5.12,6.88,2024-11-11
압도적소시지파스타,155,18.17,3.48,5.12,6.88,2024-11-05
압도적제육파스타,163,19.52,6.32,5.54,6.95,2024-11-21
압도적제육파스타,163,19.52,6.32,5.54,6.95,2024-11-29
압도적함박파스타,160,24.49,4.8,5.36,4.54,2024-09-10
야끼짬뽕,142,19.84,2.43,6.48,4.05,2024-11-21
어메이징파스타,140,21.24,2.77,4.85,3.93,2024-09-03
어메이징파스타토마토미트,140,21.24,2.77,4.85,3.93,2024-09-26
치즈오븐스파게티,161,18.52,2.91,7.41,6.35,2024-11-23
크림우동&양념치킨,217,19.08,3.95,5.59,13.16,2024-10-16
크림파지올리니파스타,260,19,5,3,19,2024-08-05
홈플식탁잡채,133,16.85,5.18,1.73,6.48,2024-09-10
1am바로먹는알뜰곤약면가쓰오우동,14,3.21,0.71,0.25,0,2021-06-30
1am바로먹는알뜰곤약면매콤비빔,53,12.5,5.5,0.5,0,2021-06-30
